prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
32,4096,2,128,22.75131223880597
32,4096,2,256,22.999450746268657
32,4096,2,512,23.919388656716418
32,4096,2,1024,25.550041791044777
32,4096,2,2048,28.997100895522387
32,4096,2,4096,34.5668776119403
32,4096,2,8192,46.442020298507465
32,4096,2,16384,68.05494447761194
32,4096,4,16,20.831999999999997
32,4096,4,32,21.17020656716418
32,4096,4,64,21.948924179104477
32,4096,4,128,23.30756776119403
32,4096,4,256,24.332618507462687
32,4096,4,512,26.38031283582089
32,4096,4,1024,29.433399402985078
32,4096,4,2048,35.73294805970149
32,4096,4,4096,47.03277850746269
32,4096,4,8192,70.39571104477612
32,4096,4,16384,116.13804895522388
32,4096,8,16,20.750758208955222
32,4096,8,32,21.221358805970148
32,4096,8,64,21.692360597014925
32,4096,8,128,24.441943880597016
32,4096,8,256,25.941607164179104
32,4096,8,512,29.438013134328358
32,4096,8,1024,35.36926567164179
32,4096,8,2048,47.44540656716418
32,4096,8,4096,70.38086686567165
32,4096,8,8192,116.1444680597015
32,4096,8,16384,208.31598805970148
32,4096,16,16,21.159374328358208
32,4096,16,32,22.34069014925373
32,4096,16,64,23.406060895522387
32,4096,16,128,25.301702686567165
32,4096,16,256,28.71907343283582
32,4096,16,512,34.7313671641791
32,4096,16,1024,46.6368
32,4096,16,2048,69.90585313432835
32,4096,16,4096,115.82351283582089
32,4096,16,8192,207.83656119402983
32,4096,16,16384,392.05884179104476
32,4096,32,16,22.75131223880597
32,4096,32,32,24.773129552238807
32,4096,32,64,26.895847164179106
32,4096,32,128,29.96638567164179
32,4096,32,256,36.13735164179104
32,4096,32,512,48.061841194029846
32,4096,32,1024,71.32648119402985
32,4096,32,2048,119.33917611940298
32,4096,32,4096,212.3219104477612
32,4096,32,8192,398.6083343283582
32,4096,32,16384,771.1872
32,4096,64,16,25.532790447761194
32,4096,64,32,29.200305671641793
32,4096,64,64,32.58317373134329
32,4096,64,128,38.826956417910445
32,4096,64,256,50.56067820895522
32,4096,64,512,74.5296143283582
32,4096,64,1024,120.96541611940299
32,4096,64,2048,217.21647761194026
32,4096,64,4096,407.11164179104475
32,4096,64,8192,783.3855044776119
32,4096,64,16384,1543.9029492537313
32,4096,128,16,29.929877014925374
32,4096,128,32,35.92331462686567
32,4096,128,64,42.12396895522388
32,4096,128,128,53.999512835820894
32,4096,128,256,77.6579247761194
32,4096,128,512,123.52222567164179
32,4096,128,1024,216.4321432835821
32,4096,128,2048,401.55309850746266
32,4096,128,4096,775.6203940298507
32,4096,128,8192,1524.2424358208955
32,4096,128,16384,3025.3239402985073
32,8192,0,0,28.60754149253731
32,8192,1,16,30.086342686567164
32,8192,1,32,30.57620059701492
32,8192,1,64,30.914407164179103
32,8192,1,128,32.07405850746269
32,8192,1,256,32.20865910447761
32,8192,1,512,32.44837253731343
32,8192,1,1024,33.25938626865671
32,8192,1,2048,35.15081552238806
32,8192,1,4096,38.83538149253731
32,8192,1,8192,44.27677611940298
32,8192,1,16384,55.94650746268656
32,8192,2,16,30.19968
32,8192,2,32,30.304391641791042
32,8192,2,64,30.794450149253734
32,8192,2,128,32.223703880597014
32,8192,2,256,32.56612298507463
32,8192,2,512,33.40481910447761
32,8192,2,1024,35.082411940298506
32,8192,2,2048,38.80128
32,8192,2,4096,43.958027462686566
32,8192,2,8192,55.65564179104477
32,8192,2,16384,77.99171820895522
32,8192,4,16,30.20389253731343
32,8192,4,32,30.897155820895524
32,8192,4,64,31.134662686567165
32,8192,4,128,33.11616
32,8192,4,256,33.89668298507463
32,8192,4,512,35.93815880597015
32,8192,4,1024,39.002278208955225
32,8192,4,2048,44.96983880597015
32,8192,4,4096,56.718805970149255
32,8192,4,8192,80.32586507462688
32,8192,4,16384,125.98074268656715
32,8192,8,16,30.00289432835821
32,8192,8,32,31.01049313432836
32,8192,8,64,31.408477611940295
32,8192,8,128,33.80059701492537
32,8192,8,256,35.47397731343284
32,8192,8,512,38.89515940298507
32,8192,8,1024,44.98247641791045
32,8192,8,2048,56.342285373134324
32,8192,8,4096,80.12065432835821
32,8192,8,8192,125.5312047761194
32,8192,8,16384,217.3248
32,8192,16,16,30.820126567164177
32,8192,16,32,31.77436656716418
32,8192,16,64,33.33862208955224
32,8192,16,128,34.769881791044774
32,8192,16,256,38.08835820895522
32,8192,16,512,44.69823044776119
32,8192,16,1024,55.88873552238806
32,8192,16,2048,78.9204823880597
32,8192,16,4096,125.18056119402983
32,8192,16,8192,217.42911044776122
32,8192,16,16384,398.8791402985075
32,8192,32,16,32.54265313432836
32,8192,32,32,34.958442985074626
32,8192,32,64,36.42821731343283
32,8192,32,128,39.975775522388055
32,8192,32,256,45.70161671641791
32,8192,32,512,57.64536358208956
32,8192,32,1024,80.77560358208954
32,8192,32,2048,127.63265910447761
32,8192,32,4096,221.08800000000002
32,8192,32,8192,408.6301611940298
32,8192,32,16384,779.8810746268657
32,8192,64,16,34.94540417910448
32,8192,64,32,38.57661134328358
32,8192,64,64,42.10691820895522
32,8192,64,128,48.209480597014924
32,8192,64,256,60.01421373134328
32,8192,64,512,83.53581850746268
32,8192,64,1024,131.15875343283582
32,8192,64,2048,225.83011343283582
32,8192,64,4096,414.86672238805966
32,8192,64,8192,794.825552238806
32,8192,64,16384,1555.9307462686568
32,8192,128,16,39.515806567164184
32,8192,128,32,45.55197134328358
32,8192,128,64,51.92814805970149
32,8192,128,128,63.664277014925375
32,8192,128,256,87.16461850746269
32,8192,128,512,133.40764656716416
32,8192,128,1024,225.59541492537312
32,8192,128,2048,413.65912835820893
32,8192,128,4096,785.9290746268656
32,8192,128,8192,1543.782591044776
32,8192,128,16384,3036.7178507462686
32,16384,0,0,47.27850985074627
32,16384,1,16,48.67566805970149
32,16384,1,32,48.96472835820895
32,16384,1,64,49.55508537313433
32,16384,1,128,50.513939104477615
32,16384,1,256,50.663584477611934
32,16384,1,512,51.29265671641791
32,16384,1,1024,51.596561194029846
32,16384,1,2048,53.71265910447761
32,16384,1,4096,57.16613731343284
32,16384,1,8192,62.665103283582084
32,16384,1,16384,74.68608
32,16384,2,16,48.32723104477612
32,16384,2,32,48.88328597014925
32,16384,2,64,49.215073432835815
32,16384,2,128,50.545834029850745
32,16384,2,256,50.98453970149254
32,16384,2,512,51.9708752238806
32,16384,2,1024,53.62279164179104
32,16384,2,2048,57.127622686567165
32,16384,2,4096,62.789272835820896
32,16384,2,8192,74.37354985074627
32,16384,2,16384,96.6115343283582
32,16384,4,16,48.68870686567164
32,16384,4,32,49.17234626865672
32,16384,4,64,49.538034626865674
32,16384,4,128,51.05294328358209
32,16384,4,256,52.090832238805966
32,16384,4,512,54.18105313432835
32,16384,4,1024,57.335240597014916
32,16384,4,2048,63.48253611940299
32,16384,4,4096,75.13541731343284
32,16384,4,8192,98.08993432835821
32,16384,4,16384,144.80135641791043
32,16384,8,16,48.825514029850744
32,16384,8,32,49.42690388059702
32,16384,8,64,50.11374805970149
32,16384,8,128,52.4310447761194
32,16384,8,256,54.10221850746269
32,16384,8,512,57.68809074626866
32,16384,8,1024,63.43760238805971
32,16384,8,2048,75.24875462686568
32,16384,8,4096,99.01408477611939
32,16384,8,8192,145.0089743283582
32,16384,8,16384,236.15283582089552
32,16384,16,16,49.49972059701492
32,16384,16,32,50.503307462686564
32,16384,16,64,51.44250268656717
32,16384,16,128,53.58006447761194
32,16384,16,256,56.52864
32,16384,16,512,62.752764179104474
32,16384,16,1024,74.25579940298506
32,16384,16,2048,98.48791880597014
32,16384,16,4096,143.4705958208955
32,16384,16,8192,235.68745074626867
32,16384,16,16384,417.4423880597015
32,16384,32,16,50.81563701492537
32,16384,32,32,53.1457719402985
32,16384,32,64,54.75255402985074
32,16384,32,128,58.22308298507463
32,16384,32,256,64.20789492537314
32,16384,32,512,76.58814089552239
32,16384,32,1024,99.83372417910448
32,16384,32,2048,145.97184
32,16384,32,4096,238.88697313432837
32,16384,32,8192,426.78619701492534
32,16384,32,16384,798.7893492537313
32,16384,64,16,53.503035223880595
32,16384,64,32,57.343665671641794
32,16384,64,64,60.473982089552244
32,16384,64,128,66.67925014925373
32,16384,64,256,78.70845134328357
32,16384,64,512,102.40136597014926
32,16384,64,1024,149.16434149253732
32,16384,64,2048,244.51773134328357
32,16384,64,4096,434.1240358208955
32,16384,64,8192,812.3396776119403
32,16384,64,16384,1570.4880716417908
32,16384,128,16,58.2640047761194
32,16384,128,32,64.31501373134329
32,16384,128,64,70.28237373134328
32,16384,128,128,82.6820776119403
32,16384,128,256,105.86968835820896
32,16384,128,512,151.81743761194028
32,16384,128,1024,244.64811940298506
