pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=4,sr<=70%,kvB<=4k,kp<=2k,-0.0357,2
16,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.061,2
16,n<=4,sr<=70%,kvB<=4k,kp<=512,-0.0572,2
16,n<=4,sr<=70%,kvB<=4k,kp<=8k,-0.0801,2
16,n<=4,sr<=70%,kvB<=4k,kp=0,-0.0719,2
16,n<=4,sr>70%,kvB<=16k,kp<=1k,-0.0072,2
16,n<=4,sr>70%,kvB<=16k,kp<=2k,-0.0008,2
16,n<=4,sr>70%,kvB<=16k,kp<=4k,0.0042,2
16,n<=4,sr>70%,kvB<=16k,kp<=512,0.0213,2
16,n<=4,sr>70%,kvB<=16k,kp<=8k,-0.0134,2
16,n<=4,sr>70%,kvB<=16k,kp=0,-0.0498,2
16,n<=4,sr>70%,kvB<=1k,kp<=1k,0.0035,2
16,n<=4,sr>70%,kvB<=1k,kp<=2k,-0.0056,2
16,n<=4,sr>70%,kvB<=1k,kp<=4k,0.0006,2
16,n<=4,sr>70%,kvB<=1k,kp<=512,-0.0151,2
16,n<=4,sr>70%,kvB<=1k,kp<=8k,0.0938,2
16,n<=4,sr>70%,kvB<=1k,kp=0,0.0467,2
16,n<=4,sr>70%,kvB<=4k,kp<=1k,-0.0714,2
16,n<=4,sr>70%,kvB<=4k,kp<=2k,-0.0672,2
16,n<=4,sr>70%,kvB<=4k,kp<=4k,-0.1257,2
16,n<=4,sr>70%,kvB<=4k,kp<=512,-0.0604,2
16,n<=4,sr>70%,kvB<=4k,kp<=8k,-0.1433,2
16,n<=4,sr>70%,kvB<=4k,kp=0,-0.1066,2
16,n<=64,sr<=15%,kvB<=16k,kp<=1k,0.1192,4
16,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.1107,4
16,n<=64,sr<=15%,kvB<=16k,kp<=4k,0.1146,4
16,n<=64,sr<=15%,kvB<=16k,kp<=512,0.1085,4
16,n<=64,sr<=15%,kvB<=16k,kp<=8k,0.108,4
16,n<=64,sr<=15%,kvB<=16k,kp=0,0.1086,4
16,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.1199,4
16,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.1256,4
16,n<=64,sr<=15%,kvB<=1k,kp<=4k,0.1191,4
16,n<=64,sr<=15%,kvB<=1k,kp<=512,0.1171,4
16,n<=64,sr<=15%,kvB<=1k,kp<=8k,0.12,4
16,n<=64,sr<=15%,kvB<=1k,kp=0,0.1348,4
16,n<=64,sr<=15%,kvB<=4k,kp<=1k,0.1116,4
16,n<=64,sr<=15%,kvB<=4k,kp<=2k,0.1118,4
16,n<=64,sr<=15%,kvB<=4k,kp<=4k,0.1124,4
16,n<=64,sr<=15%,kvB<=4k,kp<=512,0.1138,4
16,n<=64,sr<=15%,kvB<=4k,kp<=8k,0.1038,4
16,n<=64,sr<=15%,kvB<=4k,kp=0,0.1034,4
16,n<=64,sr<=40%,kvB<=16k,kp<=1k,0.082,2
16,n<=64,sr<=40%,kvB<=16k,kp<=2k,0.0792,2
16,n<=64,sr<=40%,kvB<=16k,kp<=4k,0.076,2
16,n<=64,sr<=40%,kvB<=16k,kp<=512,0.0794,2
16,n<=64,sr<=40%,kvB<=16k,kp<=8k,0.0723,2
16,n<=64,sr<=40%,kvB<=16k,kp=0,0.0759,2
16,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.0762,2
16,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.0828,2
16,n<=64,sr<=40%,kvB<=1k,kp<=4k,0.0736,2
16,n<=64,sr<=40%,kvB<=1k,kp<=512,0.0797,2
16,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.0744,2
16,n<=64,sr<=40%,kvB<=1k,kp=0,0.0905,2
16,n<=64,sr<=40%,kvB<=4k,kp<=1k,0.0721,2
16,n<=64,sr<=40%,kvB<=4k,kp<=2k,0.0736,2
16,n<=64,sr<=40%,kvB<=4k,kp<=4k,0.0765,2
16,n<=64,sr<=40%,kvB<=4k,kp<=512,0.0695,2
16,n<=64,sr<=40%,kvB<=4k,kp<=8k,0.0735,2
16,n<=64,sr<=40%,kvB<=4k,kp=0,0.0676,2
16,n<=64,sr<=5%,kvB<=16k,kp<=1k,0.1244,6
16,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.1272,6
16,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.1247,6
16,n<=64,sr<=5%,kvB<=16k,kp<=512,0.1285,6
16,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.1321,6
16,n<=64,sr<=5%,kvB<=16k,kp=0,0.1273,6
16,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.1344,6
16,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.1335,6
16,n<=64,sr<=5%,kvB<=1k,kp<=4k,0.1364,6
16,n<=64,sr<=5%,kvB<=1k,kp<=512,0.1335,6
16,n<=64,sr<=5%,kvB<=1k,kp<=8k,0.1376,6
16,n<=64,sr<=5%,kvB<=1k,kp=0,0.13,6
16,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.1284,6
16,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.1302,6
16,n<=64,sr<=5%,kvB<=4k,kp<=4k,0.1311,6
16,n<=64,sr<=5%,kvB<=4k,kp<=512,0.1282,6
16,n<=64,sr<=5%,kvB<=4k,kp<=8k,0.1313,6
16,n<=64,sr<=5%,kvB<=4k,kp=0,0.1276,6
16,n<=64,sr<=70%,kvB<=16k,kp<=1k,0.1327,2
16,n<=64,sr<=70%,kvB<=16k,kp<=2k,0.1127,2
16,n<=64,sr<=70%,kvB<=16k,kp<=4k,0.126,2
16,n<=64,sr<=70%,kvB<=16k,kp<=512,0.106,2
16,n<=64,sr<=70%,kvB<=16k,kp<=8k,0.1236,2
16,n<=64,sr<=70%,kvB<=16k,kp=0,0.1185,2
16,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.08,2
16,n<=64,sr<=70%,kvB<=1k,kp<=2k,0.1245,2
16,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.1049,2
16,n<=64,sr<=70%,kvB<=1k,kp<=512,0.1033,2
16,n<=64,sr<=70%,kvB<=1k,kp<=8k,0.0967,2
16,n<=64,sr<=70%,kvB<=1k,kp=0,0.0954,2
16,n<=64,sr<=70%,kvB<=4k,kp<=1k,0.1077,2
16,n<=64,sr<=70%,kvB<=4k,kp<=2k,0.1121,2
16,n<=64,sr<=70%,kvB<=4k,kp<=4k,0.1291,2
16,n<=64,sr<=70%,kvB<=4k,kp<=512,0.1166,2
16,n<=64,sr<=70%,kvB<=4k,kp<=8k,0.1135,2
16,n<=64,sr<=70%,kvB<=4k,kp=0,0.1164,2
16,n<=64,sr>70%,kvB<=16k,kp<=1k,0.0792,4
16,n<=64,sr>70%,kvB<=16k,kp<=2k,0.0365,4
16,n<=64,sr>70%,kvB<=16k,kp<=4k,0.0712,4
16,n<=64,sr>70%,kvB<=16k,kp<=512,0.0699,4
16,n<=64,sr>70%,kvB<=16k,kp<=8k,0.0428,4
16,n<=64,sr>70%,kvB<=16k,kp=0,0.0508,4
16,n<=64,sr>70%,kvB<=1k,kp<=1k,0.0845,4
16,n<=64,sr>70%,kvB<=1k,kp<=2k,0.0902,4
16,n<=64,sr>70%,kvB<=1k,kp<=4k,0.1089,4
16,n<=64,sr>70%,kvB<=1k,kp<=512,0.0892,4
16,n<=64,sr>70%,kvB<=1k,kp<=8k,0.0779,4
16,n<=64,sr>70%,kvB<=1k,kp=0,0.0795,4
16,n<=64,sr>70%,kvB<=4k,kp<=1k,0.059,4
16,n<=64,sr>70%,kvB<=4k,kp<=2k,0.0552,4
16,n<=64,sr>70%,kvB<=4k,kp<=4k,0.0868,4
16,n<=64,sr>70%,kvB<=4k,kp<=512,0.0835,4
16,n<=64,sr>70%,kvB<=4k,kp<=8k,0.0577,4
16,n<=64,sr>70%,kvB<=4k,kp=0,0.055,4
16,n<=8,sr<=15%,kvB<=16k,kp<=1k,0.1298,2
16,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.1295,2
16,n<=8,sr<=15%,kvB<=16k,kp<=4k,0.1304,2
16,n<=8,sr<=15%,kvB<=16k,kp<=512,0.1391,2
16,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.1344,2
16,n<=8,sr<=15%,kvB<=16k,kp=0,0.1342,2
16,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.0933,2
16,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.0731,2
16,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.06,2
16,n<=8,sr<=15%,kvB<=1k,kp<=512,0.0691,2
16,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0507,2
16,n<=8,sr<=15%,kvB<=1k,kp=0,0.0681,5
16,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.1133,2
16,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.1192,2
16,n<=8,sr<=15%,kvB<=4k,kp<=4k,0.0966,2
16,n<=8,sr<=15%,kvB<=4k,kp<=512,0.1195,2
16,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.1193,2
16,n<=8,sr<=15%,kvB<=4k,kp=0,0.0999,3
16,n<=8,sr<=40%,kvB<=16k,kp<=1k,0.0295,4
16,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.0298,4
16,n<=8,sr<=40%,kvB<=16k,kp<=4k,0.0316,4
16,n<=8,sr<=40%,kvB<=16k,kp<=512,0.0405,4
16,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.0279,4
16,n<=8,sr<=40%,kvB<=16k,kp=0,0.0333,4
16,n<=8,sr<=40%,kvB<=1k,kp<=1k,-0.0152,4
16,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.0153,4
16,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.006,4
16,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.0014,4
16,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.028,4
16,n<=8,sr<=40%,kvB<=1k,kp=0,0.0088,4
16,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.021,4
16,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0239,4
16,n<=8,sr<=40%,kvB<=4k,kp<=4k,0.0098,4
16,n<=8,sr<=40%,kvB<=4k,kp<=512,0.0186,4
16,n<=8,sr<=40%,kvB<=4k,kp<=8k,0.019,4
16,n<=8,sr<=40%,kvB<=4k,kp=0,0.0109,4
16,n<=8,sr<=70%,kvB<=16k,kp<=1k,0.0646,2
16,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.0504,2
16,n<=8,sr<=70%,kvB<=16k,kp<=4k,0.0525,2
16,n<=8,sr<=70%,kvB<=16k,kp<=512,0.0599,2
16,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.0653,2
16,n<=8,sr<=70%,kvB<=16k,kp=0,0.0528,2
16,n<=8,sr<=70%,kvB<=1k,kp<=1k,-0.072,2
16,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.1055,2
16,n<=8,sr<=70%,kvB<=1k,kp<=4k,-0.0721,2
16,n<=8,sr<=70%,kvB<=1k,kp<=512,-0.0161,2
16,n<=8,sr<=70%,kvB<=1k,kp<=8k,-0.0107,2
16,n<=8,sr<=70%,kvB<=1k,kp=0,-0.053,2
16,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.0417,2
16,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.0244,2
16,n<=8,sr<=70%,kvB<=4k,kp<=4k,0.0398,2
16,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0224,2
16,n<=8,sr<=70%,kvB<=4k,kp<=8k,0.0342,2
16,n<=8,sr<=70%,kvB<=4k,kp=0,0.0367,2
16,n<=8,sr>70%,kvB<=16k,kp<=1k,0.5829,4
16,n<=8,sr>70%,kvB<=16k,kp<=2k,0.6244,4
16,n<=8,sr>70%,kvB<=16k,kp<=4k,0.5683,4
16,n<=8,sr>70%,kvB<=16k,kp<=512,0.5533,4
16,n<=8,sr>70%,kvB<=16k,kp<=8k,0.6159,4
16,n<=8,sr>70%,kvB<=16k,kp=0,0.6528,4
16,n<=8,sr>70%,kvB<=1k,kp<=1k,0.4439,4
16,n<=8,sr>70%,kvB<=1k,kp<=2k,0.4163,4
16,n<=8,sr>70%,kvB<=1k,kp<=4k,0.4654,4
16,n<=8,sr>70%,kvB<=1k,kp<=512,0.4829,4
16,n<=8,sr>70%,kvB<=1k,kp<=8k,0.4002,4
16,n<=8,sr>70%,kvB<=1k,kp=0,0.5595,4
16,n<=8,sr>70%,kvB<=4k,kp<=1k,0.5371,4
16,n<=8,sr>70%,kvB<=4k,kp<=2k,0.556,4
16,n<=8,sr>70%,kvB<=4k,kp<=4k,0.6045,4
16,n<=8,sr>70%,kvB<=4k,kp<=512,0.5197,4
16,n<=8,sr>70%,kvB<=4k,kp<=8k,0.5215,4
16,n<=8,sr>70%,kvB<=4k,kp=0,0.5624,4
32,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0387,4
32,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0384,4
32,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.041,4
32,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0394,4
32,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0387,4
32,n<=128,sr<=15%,kvB<=16k,kp=0,0.0371,4
32,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0381,4
32,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0399,4
32,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0401,4
32,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0358,4
32,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0394,4
32,n<=128,sr<=15%,kvB<=1k,kp=0,0.0381,4
32,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0354,4
32,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0348,4
32,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0328,4
32,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0329,4
32,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0304,4
32,n<=128,sr<=15%,kvB<=4k,kp=0,0.0368,4
32,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0172,2
32,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0138,2
32,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0154,2
32,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0133,2
32,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0162,2
32,n<=128,sr<=40%,kvB<=16k,kp=0,0.0153,2
32,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0137,2
32,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0159,2
32,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0123,2
32,n<=128,sr<=40%,kvB<=1k,kp<=512,0.008,2
32,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0066,2
32,n<=128,sr<=40%,kvB<=1k,kp=0,0.0109,2
32,n<=128,sr<=40%,kvB<=4k,kp<=1k,0.0157,2
32,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.0068,2
32,n<=128,sr<=40%,kvB<=4k,kp<=4k,0.0123,2
32,n<=128,sr<=40%,kvB<=4k,kp<=512,0.006,2
32,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.0175,2
32,n<=128,sr<=40%,kvB<=4k,kp=0,0.0146,2
32,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0406,8
32,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0411,8
32,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0412,8
32,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0409,8
32,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0411,8
32,n<=128,sr<=5%,kvB<=16k,kp=0,0.0412,8
32,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0508,8
32,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0504,8
32,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0517,8
32,n<=128,sr<=5%,kvB<=1k,kp<=512,0.049,8
32,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.051,8
32,n<=128,sr<=5%,kvB<=1k,kp=0,0.0498,8
32,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0417,8
32,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0426,8
32,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0432,8
32,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0418,8
32,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0425,8
32,n<=128,sr<=5%,kvB<=4k,kp=0,0.0421,8
32,n<=128,sr<=70%,kvB<=16k,kp<=1k,-0.0272,2
32,n<=128,sr<=70%,kvB<=16k,kp<=2k,-0.0312,2
32,n<=128,sr<=70%,kvB<=16k,kp<=4k,-0.029,2
32,n<=128,sr<=70%,kvB<=16k,kp<=512,-0.032,2
32,n<=128,sr<=70%,kvB<=16k,kp<=8k,-0.0301,2
32,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0272,2
32,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0588,2
32,n<=128,sr<=70%,kvB<=1k,kp<=2k,-0.0529,2
32,n<=128,sr<=70%,kvB<=1k,kp<=4k,-0.0679,2
32,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0604,2
32,n<=128,sr<=70%,kvB<=1k,kp<=8k,-0.0443,2
32,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0654,2
32,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.0373,2
32,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0383,2
32,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0311,2
32,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.032,2
32,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0347,2
32,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0272,2
32,n<=128,sr>70%,kvB<=16k,kp<=1k,-0.0827,4
32,n<=128,sr>70%,kvB<=16k,kp<=2k,-0.0912,4
32,n<=128,sr>70%,kvB<=16k,kp<=4k,-0.0731,4
32,n<=128,sr>70%,kvB<=16k,kp<=512,-0.073,4
32,n<=128,sr>70%,kvB<=16k,kp<=8k,-0.0717,4
32,n<=128,sr>70%,kvB<=16k,kp=0,-0.0854,4
32,n<=128,sr>70%,kvB<=1k,kp<=1k,-0.128,4
32,n<=128,sr>70%,kvB<=1k,kp<=2k,-0.1158,4
32,n<=128,sr>70%,kvB<=1k,kp<=4k,-0.1109,4
32,n<=128,sr>70%,kvB<=1k,kp<=512,-0.094,4
32,n<=128,sr>70%,kvB<=1k,kp<=8k,-0.1403,4
32,n<=128,sr>70%,kvB<=1k,kp=0,-0.1173,4
32,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.0782,4
32,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.0916,4
32,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.0762,4
32,n<=128,sr>70%,kvB<=4k,kp<=512,-0.0933,4
32,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.0819,4
32,n<=128,sr>70%,kvB<=4k,kp=0,-0.0777,4
32,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.1486,4
32,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.1492,4
32,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.1531,4
32,n<=16,sr<=15%,kvB<=16k,kp<=512,0.1523,4
32,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.1483,4
32,n<=16,sr<=15%,kvB<=16k,kp=0,0.1535,4
32,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.2003,4
32,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.1904,4
32,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.1933,4
32,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1979,4
32,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.2143,4
32,n<=16,sr<=15%,kvB<=1k,kp=0,0.2052,4
32,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.1554,4
32,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.151,4
32,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.1564,4
32,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1539,4
32,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.151,4
32,n<=16,sr<=15%,kvB<=4k,kp=0,0.1496,4
32,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.5431,4
32,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.5442,4
32,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.5439,4
32,n<=16,sr<=40%,kvB<=16k,kp<=512,0.5412,4
32,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.543,4
32,n<=16,sr<=40%,kvB<=16k,kp=0,0.5415,4
32,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.4966,4
32,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.5093,4
32,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.494,4
32,n<=16,sr<=40%,kvB<=1k,kp<=512,0.5092,4
32,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.5108,4
32,n<=16,sr<=40%,kvB<=1k,kp=0,0.5172,4
32,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.5323,4
32,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.5293,4
32,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.5272,4
32,n<=16,sr<=40%,kvB<=4k,kp<=512,0.5288,4
32,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.5327,4
32,n<=16,sr<=40%,kvB<=4k,kp=0,0.5232,4
32,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.3355,2
32,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.3303,2
32,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.3366,2
32,n<=16,sr<=70%,kvB<=16k,kp<=512,0.3343,2
32,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.3359,2
32,n<=16,sr<=70%,kvB<=16k,kp=0,0.34,2
32,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.2771,2
32,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.269,2
32,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.2665,2
32,n<=16,sr<=70%,kvB<=1k,kp<=512,0.282,2
32,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.2847,2
32,n<=16,sr<=70%,kvB<=1k,kp=0,0.2743,2
32,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.3101,2
32,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.3205,2
32,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.2997,2
32,n<=16,sr<=70%,kvB<=4k,kp<=512,0.2997,2
32,n<=16,sr<=70%,kvB<=4k,kp<=8k,0.3174,2
32,n<=16,sr<=70%,kvB<=4k,kp=0,0.3094,2
32,n<=16,sr>70%,kvB<=16k,kp<=1k,0.5091,4
32,n<=16,sr>70%,kvB<=16k,kp<=2k,0.509,4
32,n<=16,sr>70%,kvB<=16k,kp<=4k,0.5184,4
32,n<=16,sr>70%,kvB<=16k,kp<=512,0.5121,4
32,n<=16,sr>70%,kvB<=16k,kp<=8k,0.522,4
32,n<=16,sr>70%,kvB<=16k,kp=0,0.5286,4
32,n<=16,sr>70%,kvB<=1k,kp<=1k,0.5426,4
32,n<=16,sr>70%,kvB<=1k,kp<=2k,0.5618,4
32,n<=16,sr>70%,kvB<=1k,kp<=4k,0.5664,4
32,n<=16,sr>70%,kvB<=1k,kp<=512,0.5536,4
32,n<=16,sr>70%,kvB<=1k,kp<=8k,0.6326,4
32,n<=16,sr>70%,kvB<=1k,kp=0,0.562,4
32,n<=16,sr>70%,kvB<=4k,kp<=1k,0.5031,4
32,n<=16,sr>70%,kvB<=4k,kp<=2k,0.4828,4
32,n<=16,sr>70%,kvB<=4k,kp<=4k,0.5121,4
32,n<=16,sr>70%,kvB<=4k,kp<=512,0.5337,4
32,n<=16,sr>70%,kvB<=4k,kp<=8k,0.5253,4
32,n<=16,sr>70%,kvB<=4k,kp=0,0.4615,4
32,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.0179,2
32,n<=2,sr<=70%,kvB<=16k,kp<=2k,-0.044,2
32,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.0137,2
32,n<=2,sr<=70%,kvB<=16k,kp<=512,0.0052,2
32,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.0295,2
32,n<=2,sr<=70%,kvB<=16k,kp=0,-0.0001,2
32,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.0366,2
32,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.0178,2
32,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.0891,2
32,n<=2,sr<=70%,kvB<=1k,kp<=512,0.0013,2
32,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.0372,2
32,n<=2,sr<=70%,kvB<=1k,kp=0,0.0015,2
32,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.0251,2
32,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.0558,2
32,n<=2,sr<=70%,kvB<=4k,kp<=4k,0.0639,2
32,n<=2,sr<=70%,kvB<=4k,kp<=512,0.0292,2
32,n<=2,sr<=70%,kvB<=4k,kp<=8k,0.0032,2
32,n<=2,sr<=70%,kvB<=4k,kp=0,0.0222,2
32,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.2663,6
32,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.2929,6
32,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.2934,6
32,n<=32,sr<=15%,kvB<=16k,kp<=512,0.2932,6
32,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.2936,6
32,n<=32,sr<=15%,kvB<=16k,kp=0,0.2874,6
32,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.3024,6
32,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.2994,6
32,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.2978,6
32,n<=32,sr<=15%,kvB<=1k,kp<=512,0.2932,6
32,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.3088,6
32,n<=32,sr<=15%,kvB<=1k,kp=0,0.2986,6
32,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.2823,6
32,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.2786,6
32,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.283,6
32,n<=32,sr<=15%,kvB<=4k,kp<=512,0.2851,6
32,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.284,6
32,n<=32,sr<=15%,kvB<=4k,kp=0,0.2746,6
32,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.2358,2
32,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.2535,2
32,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.2455,2
32,n<=32,sr<=40%,kvB<=16k,kp<=512,0.245,2
32,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.2527,2
32,n<=32,sr<=40%,kvB<=16k,kp=0,0.271,2
32,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.2105,2
32,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.2419,2
32,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.2552,2
32,n<=32,sr<=40%,kvB<=1k,kp<=512,0.2473,2
32,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.2314,2
32,n<=32,sr<=40%,kvB<=1k,kp=0,0.2416,2
